,name,degree_all,degree_in,degree_out,clustering_coefficient,clustering_coefficient_weighted,degree_centrality_all,degree_centrality_in,degree_centrality_out,betweenness_centrality,closeness_centrality,eigenvector_centrality,page_rank,assortative_coefficient,average_path_length,community_random_walk,module,connectivity,participation,role,cluster
AT1G77200,ERF037,51,0,51,0.00627450980392157,0.006787886432767121,0.0330953926022064,0.0,0.0330953926022064,0,1.04417307221326e-06,0.0807894090096084,0.000466800745726751,-0.18408866123263395,3.10799176904069,11,1,1.77293778392275,0.346020761245675,Peripheral,Elongation_Trichoblast
AT2G38090,AT2G38090,127,3,124,0.0342457192850894,0.0306171999276097,0.0824140168721609,0.0019467878001297899,0.0804672290720311,2411,1.03754300685412e-06,0.20482014630407397,0.000480300758373208,-0.18408866123263395,3.10799176904069,12,2,3.1139247167820603,0.506298815822625,Connector Hub,Elongation_Trichoblast
AT4G34000,ABF3,80,0,80,0.00949367088607595,0.00726599122322415,0.0519143413367943,0.0,0.0519143413367943,0,1.04087048640623e-06,0.11437173203961801,0.000466800745726751,-0.18408866123263395,3.10799176904069,13,2,0.938814695904299,0.6521875,Connector,Elongation_Trichoblast
AT5G13180,NAC083,79,1,78,0.0305095748133723,0.0309326315152273,0.0512654120700844,0.000648929266709929,0.0506164828033744,2253,1.03754961032562e-06,0.123207612343526,0.000468984220138715,-0.18408866123263395,3.10799176904069,14,3,1.1975161910268501,0.6742274819197901,Connector,Elongation_Trichoblast
AT5G15150,HAT7,214,8,206,0.0262384274494318,0.0336133281110099,0.13887086307592497,0.0051914341336794295,0.133679428942245,11346,1.0375496862489701e-06,0.424520310644188,0.000587014423725046,-0.18408866123263395,3.10799176904069,15,2,3.43787727308301,0.663900226757369,Connector Hub,Elongation_Trichoblast
AT5G11260,HY5,164,0,164,0.015187789914709,0.0114894093860644,0.10642439974042801,0.0,0.10642439974042801,0,1.04761202770665e-06,0.257093586810357,0.000466800745726751,-0.18408866123263395,3.10799176904069,16,3,4.21041016298137,0.639574657941701,Connector Hub,Elongation_Trichoblast
AT3G09735,S1FA3,200,40,160,0.0321105527638191,0.0381814003083046,0.129785853341986,0.0259571706683971,0.10382868267358901,22614,1.03754753181429e-06,0.35860824668611296,0.00192595226351855,-0.18408866123263395,3.10799176904069,17,2,3.76182982938395,0.634285861526965,Connector Hub,Elongation_Trichoblast
AT1G22985,ERF069,48,10,38,0.0842198581560284,0.099780745099139,0.0311486048020766,0.00648929266709929,0.0246593121349773,3672,1.03755167556387e-06,0.0679583804532083,0.000519596151785642,-0.18408866123263395,3.10799176904069,18,3,0.7390323257294251,0.542996214169822,Peripheral,Elongation_Trichoblast
AT1G27740,BHLH54,110,15,95,0.065721434528774,0.0745032563699528,0.0713822193380921,0.00973393900064893,0.0616482803374432,7453,1.03754101379635e-06,0.38062153869681603,0.000582638417262585,-0.18408866123263395,3.10799176904069,19,2,3.7155508927695298,0.172242117215477,Connector Hub,Elongation_Trichoblast
AT3G10500,NAC053,94,4,90,0.0169297643559826,0.0194942814442919,0.0609993510707333,0.00259571706683971,0.0584036340038936,1658,1.03752294363489e-06,0.154391251683632,0.000483735530341088,-0.18408866123263395,3.10799176904069,20,2,0.9850936325187192,0.668241965973535,Connector,Elongation_Trichoblast
AT5G13080,WRKY75,163,3,160,0.0235552525941074,0.0240990703556119,0.105775470473718,0.0019467878001297899,0.10382868267358901,5106,1.03755282931e-06,0.245446708462162,0.00048289555678146203,-0.18408866123263395,3.10799176904069,21,3,2.96595395717407,0.685234375,Connector Hub,Elongation_Trichoblast
AT2G45050,GATA2,216,0,216,0.00749354005167959,0.005909967881713721,0.14016872160934502,0.0,0.14016872160934502,0,1.07538963671188e-06,0.313029382991736,0.000466800745726751,-0.18408866123263395,3.10799176904069,22,1,7.72356720103966,0.573302469135802,Connector Hub,Elongation_Trichoblast
AT5G67300,MYB44,85,5,80,0.0406162464985994,0.0410401918189035,0.0551589876703439,0.0032446463335496396,0.0519143413367943,2368,1.03755033103916e-06,0.147986966003315,0.00048512234289051903,-0.18408866123263395,3.10799176904069,23,3,1.1320184959843602,0.685150239512266,Connector,Elongation_Trichoblast
AT1G29280,WRKY65,249,8,241,0.0190763052208835,0.0180084070059807,0.161583387410772,0.0051914341336794295,0.15639195327709302,18291,1.0375589328381399e-06,0.46301004737837204,0.000493870199000679,-0.18408866123263395,3.10799176904069,24,2,5.1039189912021605,0.623185971513034,Connector Hub,Elongation_Trichoblast
AT3G62420,BZIP53,139,18,121,0.0370138671671359,0.0431711094248677,0.0902011680726801,0.0116807268007787,0.0785204412719014,16677,1.03755391597597e-06,0.19695581069551601,0.000624661799630662,-0.18408866123263395,3.10799176904069,25,3,3.0314516522165604,0.623161764705882,Connector Hub,Elongation_Trichoblast
AT5G13910,LEP,148,6,142,0.0310718882147454,0.0308095409675489,0.0960415314730694,0.00389357560025957,0.0921479558728099,4242,1.03754958231836e-06,0.23426143095191299,0.000479821952241536,-0.18408866123263395,3.10799176904069,26,2,3.02136684355322,0.570083234244946,Connector Hub,Elongation_Trichoblast
AT2G30340,LBD13,142,2,140,0.0117870342623115,0.0121718929840915,0.0921479558728099,0.00129785853341986,0.09085009733938999,6527,1.0375378241683902e-06,0.185767311027185,0.00047739045813697693,-0.18408866123263395,3.10799176904069,27,2,2.46601960418017,0.6347959183673471,Connector,Elongation_Trichoblast
AT5G19790,RAP2-11,267,23,244,0.0305539128720678,0.0355298236572369,0.173264114211551,0.0149253731343284,0.15833874107722304,17331,1.03754748807554e-06,0.61520346311553,0.000613608949270054,-0.18408866123263395,3.10799176904069,28,2,6.58484496286362,0.558096847503059,Connector Hub,Elongation_Trichoblast
AT1G53910,RAP2-12,120,22,98,0.046078431372549,0.0556052916122365,0.0778715120051914,0.0142764438676184,0.063595068137573,8728,1.03753059461033e-06,0.19884764549692802,0.00159149754505055,-0.18408866123263395,3.10799176904069,29,3,4.0139170778539,0.526516488948521,Connector Hub,Elongation_Trichoblast
AT3G60030,SPL12,31,0,31,0.0,0.0,0.0201168072680078,0.0,0.0201168072680078,0,4.29475527417285e-07,0.07133945526108,0.000466800745726751,-0.18408866123263395,3.10799176904069,30,1,0.268180919824234,0.5702393340270551,Peripheral,Elongation_Trichoblast
AT5G10030,TGA4,73,0,73,0.00380517503805175,0.00259154189648606,0.0473718364698248,0.0,0.0473718364698248,0,1.03919251872115e-06,0.0996600945877245,0.000466800745726751,-0.18408866123263395,3.10799176904069,31,2,0.7536989494466171,0.6519046725464439,Connector,Elongation_Trichoblast
AT5G65210,TGA1,156,0,156,0.00504549214226634,0.004765720069918,0.101232965606749,0.0,0.101232965606749,0,1.0391581889753e-06,0.278904595367156,0.000466800745726751,-0.18408866123263395,3.10799176904069,32,2,3.48415620969743,0.5729783037475339,Connector Hub,Elongation_Trichoblast
AT1G30650,WRKY14,91,0,91,0.0178266178266178,0.0174326567515874,0.0590525632706035,0.0,0.0590525632706035,0,1.03920762363339e-06,0.15319768796379402,0.000466800745726751,-0.18408866123263395,3.10799176904069,33,2,1.4016040620485,0.62625286801111,Connector,Elongation_Trichoblast
AT4G17460,HAT1,80,0,80,0.000316455696202532,0.000192106272219428,0.0519143413367943,0.0,0.0519143413367943,0,1.04588103289341e-06,0.11943552485743901,0.000466800745726751,-0.18408866123263395,3.10799176904069,34,1,2.11492798030878,0.5846875,Peripheral,Elongation_Trichoblast
AT4G30980,LRL2,81,4,77,0.0481481481481481,0.045917570384165,0.0525632706035042,0.00259571706683971,0.0499675535366645,2712,1.0375431168383601e-06,0.121698839142274,0.00048356812268472694,-0.18408866123263395,3.10799176904069,35,2,1.54044087189176,0.49671526998878396,Peripheral,Elongation_Trichoblast
AT5G25830,GATA12,79,0,79,0.0188250567997403,0.014089280212120001,0.0512654120700844,0.0,0.0512654120700844,0,1.04423285165124e-06,0.11337150180999901,0.000466800745726751,-0.18408866123263395,3.10799176904069,36,1,2.3201220981404,0.5534369492068579,Peripheral,Elongation_Trichoblast
AT3G44750,HDT1,125,1,124,0.0052903225806451605,0.00482805326374694,0.0811161583387411,0.000648929266709929,0.0804672290720311,83,4.57662030296562e-07,0.159038599699471,0.00047188543340960997,-0.18408866123263395,3.10799176904069,37,1,6.218810336941121,0.277376,Connector Hub,Elongation_Trichoblast
AT4G17490,ERF6,112,7,105,0.0275096525096525,0.0356431375763104,0.07268007787151201,0.0045425048669695,0.0681375730045425,2278,1.03754555091888e-06,0.14599533336819198,0.000517309418414519,-0.18408866123263395,3.10799176904069,38,3,2.96595395717407,0.599276155205791,Connector Hub,Elongation_Trichoblast
AT4G33880,BHLH85,72,8,64,0.106025039123631,0.10602381752253401,0.0467229072031149,0.0051914341336794295,0.0415314730694354,424,1.03749061750235e-06,0.32031669472880897,0.00048365387478803494,-0.18408866123263395,3.10799176904069,39,2,2.37346173095133,0.0817298155127951,Peripheral,Elongation_Trichoblast
AT1G49480,REM19,96,0,96,0.0028508771929824602,0.00203907568075266,0.0622972096041532,0.0,0.0622972096041532,0,1.03919833131841e-06,0.146239695279581,0.000466800745726751,-0.18408866123263395,3.10799176904069,40,1,3.68808288368451,0.458550347222222,Connector Hub,Elongation_Trichoblast
AT5G04390,AT5G04390,44,0,44,0.00739957716701903,0.005612609121070479,0.0285528877352369,0.0,0.0285528877352369,0,1.0391916645917802e-06,0.0544134108259545,0.000466800745726751,-0.18408866123263395,3.10799176904069,41,2,0.198351710073572,0.604338842975207,Peripheral,Elongation_Trichoblast
AT4G31800,WRKY18,92,2,90,0.0301003344481605,0.0271520217778678,0.0597014925373134,0.00129785853341986,0.0584036340038936,1732,1.03755368524927e-06,0.10931996625070099,0.00047277286567765705,-0.18408866123263395,3.10799176904069,42,3,1.32851158111183,0.6661153119092629,Connector,Elongation_Trichoblast
AT1G18860,WRKY61,97,0,97,0.00493986254295533,0.00415348073661181,0.0629461388708631,0.0,0.0629461388708631,0,1.03921059165378e-06,0.165274362033819,0.000466800745726751,-0.18408866123263395,3.10799176904069,43,2,1.3553251254340801,0.656605377829737,Connector,Elongation_Trichoblast
AT1G19000,AT1G19000,161,5,156,0.0138198757763975,0.012704944218332,0.10447761194029902,0.0032446463335496396,0.101232965606749,6300,1.0375502827932899e-06,0.25874549925141604,0.0004937720990194589,-0.18408866123263395,3.10799176904069,44,3,3.29344243238652,0.645949125725182,Connector Hub,Elongation_Trichoblast
AT2G30130,LBD12,81,21,60,0.079320987654321,0.0846901524423903,0.0525632706035042,0.0136275146009085,0.0389357560025957,8977,1.03755441940667e-06,0.122855222262987,0.000650342568262377,-0.18408866123263395,3.10799176904069,45,3,1.85249314145175,0.606875,Peripheral,Elongation_Trichoblast
AT4G34410,ERF109,77,8,69,0.0734791524265209,0.10024345249389699,0.0499675535366645,0.0051914341336794295,0.0447761194029851,4631,1.03755269764034e-06,0.11881801540206699,0.000504300645493821,-0.18408866123263395,3.10799176904069,46,3,1.7869954464092601,0.573688271604938,Peripheral,Elongation_Trichoblast
AT5G65050,AGL31,47,1,46,0.0129509713228492,0.0112480459359582,0.0304996755353666,0.000648929266709929,0.0298507462686567,605,4.39368379407417e-07,0.0646045635533136,0.00047209722531474407,-0.18408866123263395,3.10799176904069,47,1,1.43094758753673,0.40923494794024495,Peripheral,Elongation_Trichoblast
AT5G61600,ERF104,31,1,30,0.0473118279569893,0.0470853888557813,0.0201168072680078,0.000648929266709929,0.0194678780012979,836,1.03754111371977e-06,0.0398041959023854,0.000468389759882737,-0.18408866123263395,3.10799176904069,48,3,0.0840553753045301,0.597777777777778,Peripheral,Elongation_Trichoblast
AT3G22830,HSFA6B,147,7,140,0.021899170627154997,0.0222481650701186,0.0953926022063595,0.0045425048669695,0.09085009733938999,8729,1.03754901946259e-06,0.22756568263342,0.000497110041225453,-0.18408866123263395,3.10799176904069,49,1,3.00410249091245,0.6734839476813321,Connector Hub,Elongation_Trichoblast
AT2G17560,HMGB4,88,14,74,0.0817659352142111,0.0794030225198321,0.0571057754704737,0.009085009733939001,0.0480207657365347,9335,1.03754400608463e-06,0.15842989160635199,0.000529331810763348,-0.18408866123263395,3.10799176904069,50,2,2.60485641402343,0.280618311533888,Connector Hub,Elongation_Trichoblast
AT4G40060,ATHB-16,12,0,12,0.0757575757575758,0.0907061315322982,0.00778715120051914,0.0,0.00778715120051914,0,1.03920495560627e-06,0.0307480442017802,0.000466800745726751,-0.18408866123263395,3.10799176904069,51,2,-0.44955340252831294,0.5416666666666671,Peripheral,Elongation_Trichoblast
AT1G43160,RAP2-6,149,20,129,0.0589515690186831,0.0686760515530484,0.0966904607397794,0.0129785853341986,0.0837118754055808,20190,1.0375561764549298e-06,0.22757730924294398,0.0005956418340876661,-0.18408866123263395,3.10799176904069,52,3,4.472400943151331,0.5654081632653061,Connector Hub,Elongation_Trichoblast
AT2G47520,ERF071,195,28,167,0.0333068992862807,0.0442932131711598,0.126541207008436,0.018170019467878003,0.10837118754055802,22761,1.0375523612597601e-06,0.282862033355943,0.0009186818585823711,-0.18408866123263395,3.10799176904069,53,2,3.8543877026127897,0.600543097897595,Connector Hub,Elongation_Trichoblast
AT1G72050,TFIIIA,49,0,49,0.00255102040816327,0.00164928452917004,0.0317975340687865,0.0,0.0317975340687865,0,4.39964510909114e-07,0.0583069701883955,0.000466800745726751,-0.18408866123263395,3.10799176904069,54,1,1.84133582319996,0.27905039566847195,Peripheral,Elongation_Trichoblast
AT3G20310,ERF7,64,0,64,0.00545634920634921,0.0038006013718061703,0.0415314730694354,0.0,0.0415314730694354,0,1.03919637662378e-06,0.09652086841936,0.000466800745726751,-0.18408866123263395,3.10799176904069,55,1,1.49934562681393,0.58837890625,Peripheral,Elongation_Trichoblast
AT5G58900,AT5G58900,88,0,88,0.00653082549634274,0.004905890779061011,0.0571057754704737,0.0,0.0571057754704737,0,1.0391958595284599e-06,0.137198267444347,0.000466800745726751,-0.18408866123263395,3.10799176904069,56,1,2.3201220981404,0.6164772727272729,Peripheral,Elongation_Trichoblast
AT1G74840,AT1G74840,168,21,147,0.0461220416310237,0.046039467906035005,0.109020116807268,0.0136275146009085,0.0953926022063595,16474,1.03755817804152e-06,0.29457247900657596,0.000582834021812387,-0.18408866123263395,3.10799176904069,57,3,3.0314516522165604,0.6679212616206861,Connector Hub,Elongation_Trichoblast
AT5G25810,TINY,139,2,137,0.0262746324679387,0.0334938527890949,0.0902011680726801,0.00129785853341986,0.0889033095392602,2629,1.037530023826e-06,0.29023452652237103,0.00046824336177598495,-0.18408866123263395,3.10799176904069,58,2,4.317177068757,0.328626991315466,Connector Hub,Elongation_Trichoblast
AT1G71520,ERF020,110,14,96,0.0540450375312761,0.0580950831653445,0.0713822193380921,0.009085009733939001,0.0622972096041532,9320,1.03755165148381e-06,0.172987834173567,0.0005406403308884259,-0.18408866123263395,3.10799176904069,59,3,3.16244704230154,0.572451742510263,Connector Hub,Elongation_Trichoblast
AT1G26960,ATHB-23,168,5,163,0.027231251782150002,0.0340263835681011,0.109020116807268,0.0032446463335496396,0.105775470473718,4516,1.037553611085e-06,0.26500724365872896,0.00047620938973927596,-0.18408866123263395,3.10799176904069,60,3,3.09694934725905,0.6710291493158829,Connector Hub,Elongation_Trichoblast
AT5G49450,BZIP1,84,52,32,0.0794606999426277,0.0906461010748474,0.054510058403634,0.0337443218689163,0.0207657365347177,1513,4.2976009318059904e-07,0.186117254424076,0.0015286523217856,-0.18408866123263395,3.10799176904069,61,3,1.1320184959843602,0.6587301587301589,Connector,Elongation_Trichoblast
AT4G27410,RD26,47,1,46,0.0545790934320074,0.0514735795940875,0.0304996755353666,0.000648929266709929,0.0298507462686567,1653,1.03754843202856e-06,0.0680009109487532,0.00046919813311871504,-0.18408866123263395,3.10799176904069,62,2,0.152072773459152,0.681474480151229,Connector,Elongation_Trichoblast
AT3G54620,BZIP25,44,14,30,0.0930232558139535,0.0987700034279528,0.0285528877352369,0.009085009733939001,0.0194678780012979,5581,1.03753681462798e-06,0.0597015752814131,0.000535533448822475,-0.18408866123263395,3.10799176904069,63,3,0.7390323257294251,0.5578231292517011,Peripheral,Elongation_Trichoblast
AT3G22780,TSO1,40,0,40,0.0,0.0,0.0259571706683971,0.0,0.0259571706683971,0,4.32050679224728e-07,0.0522937045704817,0.000466800745726751,-0.18408866123263395,3.10799176904069,64,1,0.7469671947646721,0.53125,Peripheral,Elongation_Trichoblast
AT3G60530,GATA4,121,1,120,0.012534435261707999,0.0104875557143618,0.0785204412719014,0.000648929266709929,0.0778715120051914,35,4.5637387321708096e-07,0.159258979311479,0.000467842551411095,-0.18408866123263395,3.10799176904069,65,1,4.03007308007053,0.5659449491154979,Connector Hub,Elongation_Trichoblast
AT5G64750,ABR1,147,15,132,0.0347591091231013,0.0426686319645368,0.0953926022063595,0.00973393900064893,0.0856586632057106,17803,1.03755624899828e-06,0.21663804786348603,0.000609826623990753,-0.18408866123263395,3.10799176904069,66,3,3.88292168776892,0.60501995379122,Connector Hub,Elongation_Trichoblast
AT3G17609,HYH,26,3,23,0.0615384615384615,0.0613504483674948,0.0168721609344581,0.0019467878001297899,0.0149253731343284,98,4.2721228452140796e-07,0.0340113359276038,0.000475814780787221,-0.18408866123263395,3.10799176904069,67,3,0.0185576802620406,0.541420118343195,Peripheral,Elongation_Trichoblast
AT2G33710,AT2G33710,100,0,100,0.0377777777777778,0.0371600662033206,0.0648929266709929,0.0,0.0648929266709929,0,1.04087862983196e-06,0.164391771042788,0.000466800745726751,-0.18408866123263395,3.10799176904069,68,3,2.50747009187664,0.613,Connector Hub,Elongation_Trichoblast
AT1G22190,RAP2-13,69,6,63,0.026001705029837997,0.0325631011701196,0.0447761194029851,0.00389357560025957,0.0408825438027255,2737,1.03753222760975e-06,0.0869328635833169,0.000515783358996176,-0.18408866123263395,3.10799176904069,69,3,1.1975161910268501,0.624885215794307,Connector,Elongation_Trichoblast
AT3G53370,S1FA1,60,3,57,0.0598870056497175,0.07755359142095,0.0389357560025957,0.0019467878001297899,0.0369889682024659,689,1.03751933121198e-06,0.0617828324667884,0.00048084964870366505,-0.18408866123263395,3.10799176904069,70,2,1.44788299866292,0.320597529445562,Peripheral,Elongation_Trichoblast
AT2G28710,AT2G28710,22,0,22,0.0,0.0,0.0142764438676184,0.0,0.0142764438676184,0,4.26931034408574e-07,0.0327801680450771,0.000466800745726751,-0.18408866123263395,3.10799176904069,71,1,0.336578959101439,0.24793388429752103,Peripheral,Elongation_Trichoblast
AT1G72740,AT1G72740,97,0,97,0.0010738831615120302,0.00126539206569436,0.0629461388708631,0.0,0.0629461388708631,0,1.0458789877214899e-06,0.10670164944805599,0.000466800745726751,-0.18408866123263395,3.10799176904069,72,1,4.23526719790215,0.364757147412052,Connector Hub,Elongation_Trichoblast
AT5G47370,HAT2,54,0,54,0.0139762403913347,0.0100237147458493,0.0350421804023361,0.0,0.0350421804023361,0,1.03919116452881e-06,0.0793769074127233,0.000466800745726751,-0.18408866123263395,3.10799176904069,73,1,1.77293778392275,0.421810699588478,Peripheral,Elongation_Trichoblast
AT5G05410,DREB2A,95,19,76,0.0701007838745801,0.0928645472042909,0.0616482803374432,0.0123296560674886,0.0493186242699546,6837,1.0375482094791599e-06,0.141370100250206,0.000689676712840133,-0.18408866123263395,3.10799176904069,74,2,1.4016040620485,0.576543209876543,Peripheral,Elongation_Trichoblast
AT1G08320,TGA9,103,0,103,0.0144679230915667,0.0128522234636104,0.0668397144711226,0.0,0.0668397144711226,0,1.0408742750836799e-06,0.13588579677069001,0.000466800745726751,-0.18408866123263395,3.10799176904069,75,2,1.21648831559082,0.671693844848713,Connector,Elongation_Trichoblast
AT1G68670,HHO2,47,0,47,0.0037002775208140604,0.00315378082139132,0.0304996755353666,0.0,0.0304996755353666,0,1.03918841319757e-06,0.0636642012707111,0.000466800745726751,-0.18408866123263395,3.10799176904069,76,1,1.36254954825952,0.44363965595292004,Peripheral,Elongation_Trichoblast
AT2G40340,DREB2C,67,13,54,0.052464947987335996,0.0547589410626724,0.0434782608695652,0.00843608046722907,0.0350421804023361,3733,1.0375425928350999e-06,0.110646415100269,0.000562908716613369,-0.18408866123263395,3.10799176904069,77,3,1.06652080094187,0.633846153846154,Connector,Elongation_Trichoblast
AT1G62300,WRKY6,73,6,67,0.0357686453576865,0.0323817158591713,0.0473718364698248,0.00389357560025957,0.0434782608695652,2831,1.03754725117242e-06,0.10967148737946199,0.0004988371922583839,-0.18408866123263395,3.10799176904069,78,3,0.7390323257294251,0.695893671890498,Connector,Elongation_Trichoblast
AT3G20770,EIN3,75,0,75,0.0036036036036036,0.0034753264233991,0.0486696950032446,0.0,0.0486696950032446,0,1.0442125262213801e-06,0.0976622638611936,0.000466800745726751,-0.18408866123263395,3.10799176904069,79,1,2.5253162159720097,0.479644444444445,Connector Hub,Elongation_Trichoblast
AT2G40620,BZIP18,126,17,109,0.0283174603174603,0.0297177969910946,0.081765087605451,0.0110317975340688,0.0707332900713822,9289,1.03753996352232e-06,0.15922232316662302,0.00105031905922775,-0.18408866123263395,3.10799176904069,80,3,2.3764747017916603,0.671831695641219,Connector,Elongation_Trichoblast
AT2G37120,S1FA2,105,13,92,0.0512820512820513,0.0645037703792118,0.0681375730045425,0.00843608046722907,0.0597014925373134,6649,1.03753661176671e-06,0.120873042710215,0.000553962845929843,-0.18408866123263395,3.10799176904069,81,2,2.74369322386669,0.39486324870110795,Connector Hub,Elongation_Trichoblast
AT2G23340,ERF008,145,3,142,0.0133141762452107,0.0135395234085641,0.0940947436729396,0.0019467878001297899,0.0921479558728099,5551,1.03754337811761e-06,0.19548427584793,0.000498208199825596,-0.18408866123263395,3.10799176904069,82,3,4.21041016298137,0.5922049977994029,Connector Hub,Elongation_Trichoblast
AT5G59570,BOA,36,0,36,0.0365079365079365,0.031571419467037,0.0233614536015574,0.0,0.0233614536015574,0,1.0391951027644698e-06,0.0514386594714994,0.000466800745726751,-0.18408866123263395,3.10799176904069,83,1,0.199782880547029,0.626543209876543,Connector,Elongation_Trichoblast
AT4G36990,HSFB1,140,4,136,0.0281603288797533,0.0260439120667348,0.09085009733938999,0.00259571706683971,0.0882543802725503,8905,1.03755688106348e-06,0.19009319060907698,0.000603227425251121,-0.18408866123263395,3.10799176904069,84,3,2.17998161666419,0.679606401384083,Connector,Elongation_Trichoblast
AT1G66470,BHLH83,60,14,46,0.0926553672316384,0.0987161479549371,0.0389357560025957,0.009085009733939001,0.0298507462686567,5969,1.03753190102403e-06,0.13320925480842,0.000821486062774917,-0.18408866123263395,3.10799176904069,85,2,1.49416193527734,0.27586206896551696,Peripheral,Elongation_Trichoblast
AT3G01470,HAT5,122,1,121,0.0185611705730931,0.0166656040103925,0.0791693705386113,0.000648929266709929,0.0785204412719014,2173,1.03755302233916e-06,0.171182952775594,0.00047929888979596506,-0.18408866123263395,3.10799176904069,86,2,1.9106723648071298,0.651458233727204,Connector,Elongation_Trichoblast
AT1G27730,ZAT10,62,0,62,0.0285563194077208,0.0238416241293842,0.0402336145360156,0.0,0.0402336145360156,0,1.04088544800853e-06,0.0745616022319715,0.000466800745726751,-0.18408866123263395,3.10799176904069,87,1,1.77293778392275,0.512486992715921,Peripheral,Elongation_Trichoblast
AT2G22430,ATHB-6,106,4,102,0.031266846361186,0.0303211306543507,0.0687865022712524,0.00259571706683971,0.0661907852044127,4076,1.03755415707482e-06,0.14528425153871302,0.00047707041097136,-0.18408866123263395,3.10799176904069,88,3,1.5250046662393,0.6810281065088759,Connector,Elongation_Trichoblast
AT2G01930,BPC1,47,0,47,0.00277520814061055,0.0020867058043506303,0.0304996755353666,0.0,0.0304996755353666,0,4.42667247020582e-07,0.0608132911193185,0.000466800745726751,-0.18408866123263395,3.10799176904069,89,1,1.49934562681393,0.392937980986872,Peripheral,Elongation_Trichoblast
AT1G13260,RAV1,113,2,111,0.0107458912768647,0.0121187350957595,0.0733290071382219,0.00129785853341986,0.0720311486048021,2787,1.0375479593431e-06,0.125681627460987,0.000495060655163949,-0.18408866123263395,3.10799176904069,90,1,3.20929660874407,0.6092155612244899,Connector Hub,Elongation_Trichoblast
AT1G59640,BPE,2,0,2,0.0,0.0,0.00129785853341986,0.0,0.00129785853341986,0,4.2138297556238797e-07,0.00584178779391955,0.000466800745726751,-0.18408866123263395,3.10799176904069,91,1,-0.826187708611053,0.0,Ultra peripheral,Elongation_Trichoblast
AT1G25550,HHO3,56,0,56,0.011038961038961001,0.00890269001906465,0.036340038935756006,0.0,0.036340038935756006,0,1.0391963508735201e-06,0.0714838167705131,0.000466800745726751,-0.18408866123263395,3.10799176904069,92,1,1.1573554304279,0.606505102040816,Peripheral,Elongation_Trichoblast
